Experiment ID,Rank-1,Rank-2,Rank-3,Rank-4,Rank-5,Rank-6,Rank-7,Rank-8,Rank-9,Rank-10
A,0.03225806451612903,0.03225806451612903,0.06451612903225806,0.07526881720430108,0.08602150537634409,0.09677419354838711,0.09677419354838711,0.12903225806451613,0.15053763440860216,0.1935483870967742
