Experiment ID,Rank-1,Rank-2,Rank-3,Rank-4,Rank-5,Rank-6,Rank-7,Rank-8,Rank-9,Rank-10
A,0.0,0.0072992700729927005,0.0072992700729927005,0.014598540145985401,0.014598540145985401,0.029197080291970802,0.029197080291970802,0.0364963503649635,0.0364963503649635,0.0437956204379562
