Experiment ID,Rank-1,Rank-2,Rank-3,Rank-4,Rank-5,Rank-6,Rank-7,Rank-8,Rank-9,Rank-10
A,0.021505376344086023,0.021505376344086023,0.06451612903225806,0.07526881720430108,0.08602150537634409,0.08602150537634409,0.08602150537634409,0.11827956989247312,0.13978494623655915,0.16129032258064518
